movie_name_script_slug_conventioned,movie_name_imsdb_conventioned,_merge_imsdb_scriptslug,movie_name_conventioned,movie_name_dailyscripts_conventioned,_merge_main_dailyscripts
Superbad,Superbad,both,Superbad,,left_only
,Superfights,right_only,Superfights,Superfights,both
,Supergirl,right_only,Supergirl,,left_only
Superman,,left_only,Superman,Superman,both
Surrogates,Surrogates,both,Surrogates,,left_only
,Suspect Zero,right_only,Suspect Zero,Suspect Zero,both
Suspiria,,left_only,Suspiria,,left_only
Swan Song,,left_only,Swan Song,,left_only
,,,,Swat,right_only
Sweeney Todd The Demon Barber Of Fleet Street,Sweeney Todd The Demon Barber Of Fleet Street,both,Sweeney Todd The Demon Barber Of Fleet Street,,left_only
,,,,Sweet November,right_only
Sweet Smell Of Success,Sweet Smell Of Success,both,Sweet Smell Of Success,Sweet Smell Of Success,both
Swingers,Swingers,both,Swingers,Swingers,both
Swiss Army Man,,left_only,Swiss Army Man,,left_only
,Swordfish,right_only,Swordfish,Swordfish,both
Synecdoche New York,Synecdoche New York,both,Synecdoche New York,,left_only
,Syriana,right_only,Syriana,,left_only
Take Shelter,Take Shelter,both,Take Shelter,,left_only
,Taking Lives,right_only,Taking Lives,Taking Lives,both
,Taking Sides,right_only,Taking Sides,Taking Sides,both
Talkin Dirty After Dark,,left_only,Talkin Dirty After Dark,,left_only
,Tall In The Saddle,right_only,Tall In The Saddle,Tall In The Saddle,both
Talladega Nights The Ballad Of Ricky Bobby,,left_only,Talladega Nights The Ballad Of Ricky Bobby,,left_only
,Tamara Drewe,right_only,Tamara Drewe,,left_only
Tango & Cash,,left_only,Tango & Cash,,left_only
,,,,Tarzans Secret Treasure,right_only
Taxi Driver,Taxi Driver,both,Taxi Driver,Taxi Driver,both
Team America World Police,,left_only,Team America World Police,,left_only
Ted,Ted,both,Ted,,left_only
Teen Wolf,,left_only,Teen Wolf,,left_only
Teenage Mutant Ninja Turtles Mutant Mayhem,Teenage Mutant Ninja Turtles Mutant Mayhem,both,Teenage Mutant Ninja Turtles Mutant Mayhem,,left_only
,,,,Tender Mercies,right_only
Tenet,Tenet,both,Tenet,,left_only
Tequila Sunrise,,left_only,Tequila Sunrise,,left_only
,Terminator,right_only,Terminator,Terminator,both
Terminator 2 Judgement Day,Terminator 2 Judgement Day,both,Terminator 2 Judgement Day,,left_only
Terminator Genisys,,left_only,Terminator Genisys,,left_only
Terminator Salvation,Terminator Salvation,both,Terminator Salvation,,left_only
Terms Of Endearment,,left_only,Terms Of Endearment,,left_only
The 40 Year Old Virgin,,left_only,The 40 Year Old Virgin,,left_only
,,,,The 5th Element,right_only
,,,,The 9th Gate,right_only
The A Team,,left_only,The A Team,,left_only
The Abyss,The Abyss,both,The Abyss,The Abyss,both
The Accidental Tourist,,left_only,The Accidental Tourist,,left_only
The Accountant,,left_only,The Accountant,,left_only
The Addams Family,The Addams Family,both,The Addams Family,The Addams Family,both
The Adjustment Bureau,The Adjustment Bureau,both,The Adjustment Bureau,,left_only
,The Adventures Of Buckaroo Banzai Across The Eighth Dimension,right_only,The Adventures Of Buckaroo Banzai Across The Eighth Dimension,,left_only
The Adventures Of Ford Fairlane,,left_only,The Adventures Of Ford Fairlane,,left_only
,,,,The Adventures Of Ford Fairlane (ford Fairlane ),right_only
The Adventures Of Tintin,,left_only,The Adventures Of Tintin,,left_only
The African Queen,,left_only,The African Queen,The African Queen,both
The American,The American,both,The American,,left_only
The American President,The American President,both,The American President,The American President,both
,The Amityville Asylum,right_only,The Amityville Asylum,,left_only
The Amityville Horror,,left_only,The Amityville Horror,,left_only
,The Anniversary Party,right_only,The Anniversary Party,The Anniversary Party,both
The Apartment,The Apartment,both,The Apartment,The Apartment,both
The Artist,The Artist,both,The Artist,,left_only
,The Assignment,right_only,The Assignment,The Assignment,both
The Avengers,The Avengers,both,The Avengers,The Avengers,both
The Avengers,The Avengers,both,The Avengers,The Avengers,both
The Aviator,,left_only,The Aviator,,left_only
The Babadook,,left_only,The Babadook,,left_only
The Babysitter,,left_only,The Babysitter,,left_only
,The Bachelor Party,right_only,The Bachelor Party,,left_only
,The Back Up Plan,right_only,The Back Up Plan,,left_only
The Ballad Of Buster Scruggs,,left_only,The Ballad Of Buster Scruggs,,left_only
The Banshees Of Inisherin,,left_only,The Banshees Of Inisherin,,left_only
The Batman,,left_only,The Batman,,left_only
,The Battle Of Algiers,right_only,The Battle Of Algiers,The Battle Of Algiers,both
,The Battle Of Shaker Heights,right_only,The Battle Of Shaker Heights,The Battle Of Shaker Heights,both
,The Beach,right_only,The Beach,,left_only
The Beach Bum,,left_only,The Beach Bum,,left_only
The Beekeeper,The Beekeeper,both,The Beekeeper,,left_only
The Beguiled,,left_only,The Beguiled,,left_only
The Beguiled,,left_only,The Beguiled,,left_only
,The Believer,right_only,The Believer,The Believer,both
,The Best Exotic Marigold Hotel,right_only,The Best Exotic Marigold Hotel,,left_only
The Bfg,,left_only,The Bfg,,left_only
,The Big Blue,right_only,The Big Blue,The Big Blue,both
The Big Chill,,left_only,The Big Chill,,left_only
The Big Easy,,left_only,The Big Easy,The Big Easy,both
The Big Lebowski,The Big Lebowski,both,The Big Lebowski,The Big Lebowski,both
The Big Short,,left_only,The Big Short,,left_only
The Big Sick,The Big Sick,both,The Big Sick,The Big Sick,both
,,,,The Big Sleep,right_only
,The Big White,right_only,The Big White,,left_only
,,,,The Bijou,right_only
The Birdcage,,left_only,The Birdcage,,left_only
The Birds,The Birds,both,The Birds,The Birds,both
The Birth Of A Nation,,left_only,The Birth Of A Nation,,left_only
,The Black Dahlia,right_only,The Black Dahlia,The Black Dahlia,both
,The Blast From The Past,right_only,The Blast From The Past,The Blast From The Past,both
,The Blind Side,right_only,The Blind Side,,left_only
The Bling Ring,The Bling Ring,both,The Bling Ring,,left_only
The Blob,,left_only,The Blob,,left_only
The Blues Brothers,The Blues Brothers,both,The Blues Brothers,The Blues Brothers,both
,,,,The Body Snatcher,right_only
The Bodyguard,,left_only,The Bodyguard,The Bodyguard,both
The Bonfire Of The Vanities,,left_only,The Bonfire Of The Vanities,,left_only
,The Book Of Eli,right_only,The Book Of Eli,,left_only
The Boondock Saints,The Boondock Saints,both,The Boondock Saints,The Boondock Saints,both
The Boondock Saints 2 All Saints Day,,left_only,The Boondock Saints 2 All Saints Day,,left_only
The Boss Baby Family Business,,left_only,The Boss Baby Family Business,,left_only
,The Bounty Hunter,right_only,The Bounty Hunter,,left_only
The Bourne Identity,The Bourne Identity,both,The Bourne Identity,The Bourne Identity,both
The Bourne Supremacy,The Bourne Supremacy,both,The Bourne Supremacy,The Bourne Supremacy,both
The Bourne Ultimatum,The Bourne Ultimatum,both,The Bourne Ultimatum,The Bourne Ultimatum,both
,The Box,right_only,The Box,,left_only
The Boxtrolls,The Boxtrolls,both,The Boxtrolls,The Boxtrolls,both
The Boy,,left_only,The Boy,,left_only
,,,,The Boy Next Door,right_only
The Brady Bunch Movie,,left_only,The Brady Bunch Movie,,left_only
The Breakfast Club,The Breakfast Club,both,The Breakfast Club,The Breakfast Club,both
The Brothers Bloom,The Brothers Bloom,both,The Brothers Bloom,,left_only
The Brutalist,The Brutalist,both,The Brutalist,,left_only
,,,,The Bucket List,right_only
The Burbs,,left_only,The Burbs,,left_only
The Burial,,left_only,The Burial,,left_only
,,,,The Butler,right_only
,The Butterfly Effect,right_only,The Butterfly Effect,The Butterfly Effect,both
The Cabin In The Woods,,left_only,The Cabin In The Woods,,left_only
,,,,The Cable Guy,right_only
The Card Counter,,left_only,The Card Counter,,left_only
,,,,The Cat People,right_only
,The Cell,right_only,The Cell,The Cell,both
,The Change Up,right_only,The Change Up,,left_only
The Children Of The Corn,,left_only,The Children Of The Corn,,left_only
,,,,The Chronicles Of Narnia The Lion The Witch And The Wardrobe (formerly The Hundred Year Winter),right_only
,The Cider House Rules,right_only,The Cider House Rules,The Cider House Rules,both
,The Cincinnati Kid,right_only,The Cincinnati Kid,The Cincinnati Kid,both
The Civil Dead,,left_only,The Civil Dead,,left_only
The Color Purple,The Color Purple,both,The Color Purple,,left_only
The Color Purple,The Color Purple,both,The Color Purple,,left_only
The Comedian,,left_only,The Comedian,The Comedian,both
The Conjuring,,left_only,The Conjuring,,left_only
The Conversation,,left_only,The Conversation,,left_only
,The Cooler,right_only,The Cooler,The Cooler,both
,,,,The Corruptor,right_only
The Cotton Club,,left_only,The Cotton Club,,left_only
The Craft,,left_only,The Craft,,left_only
,The Croods,right_only,The Croods,,left_only
The Crow,The Crow,both,The Crow,The Crow,both
,The Crow City Of Angels,right_only,The Crow City Of Angels,,left_only
,The Crow Salvation,right_only,The Crow Salvation,The Crow Salvation,both
,,,,The Crowded Room,right_only
,,,,The Crying Game,right_only
The Curious Case Of Benjamin Button,The Curious Case Of Benjamin Button,both,The Curious Case Of Benjamin Button,,left_only
The Cutting Edge,,left_only,The Cutting Edge,,left_only
,The Damned United,right_only,The Damned United,,left_only
The Danish Girl,The Danish Girl,both,The Danish Girl,,left_only
The Dark Knight,The Dark Knight,both,The Dark Knight,,left_only
The Dark Knight Rises,The Dark Knight Rises,both,The Dark Knight Rises,,left_only
,The Day The Clown Cried,right_only,The Day The Clown Cried,The Day The Clown Cried,both
,The Day The Earth Stood Still,right_only,The Day The Earth Stood Still,The Day The Earth Stood Still,both
The Dead Zone,,left_only,The Dead Zone,,left_only
,The Debt,right_only,The Debt,,left_only
The Deer Hunter,The Deer Hunter,both,The Deer Hunter,The Deer Hunter,both
The Departed,The Departed,both,The Departed,The Departed,both
The Descendants,The Descendants,both,The Descendants,,left_only
The Descent,,left_only,The Descent,,left_only
The Devil Wears Prada,The Devil Wears Prada,both,The Devil Wears Prada,The Devil Wears Prada,both
The Devils Advocate,,left_only,The Devils Advocate,The Devils Advocate,both
The Devils Rejects,,left_only,The Devils Rejects,,left_only
The Disaster Artist,,left_only,The Disaster Artist,The Disaster Artist,both
,The Distinguished Gentleman,right_only,The Distinguished Gentleman,The Distinguished Gentleman,both
,,,,The Diving Bell And The Butterfly (le Scaphandre Et Le Papillon),right_only
,The Doors,right_only,The Doors,The Doors,both
,,,,The Doors Of Perception,right_only
The Double,,left_only,The Double,,left_only
,,,,The Dragons Of Krull,right_only
The Driver,,left_only,The Driver,,left_only
The Edge Of Seventeen,,left_only,The Edge Of Seventeen,,left_only
,,,,The Egyptian,right_only
,,,,The Electric Horseman,right_only
The Electrical Life Of Louis Wain,,left_only,The Electrical Life Of Louis Wain,,left_only
,The Elephant Man,right_only,The Elephant Man,The Elephant Man,both
,,,,The End Of The Tour,right_only
,The English Patient,right_only,The English Patient,The English Patient,both
The Entity,,left_only,The Entity,,left_only
The Event,,left_only,The Event,,left_only
The Evil Dead,,left_only,The Evil Dead,,left_only
The Exorcist,,left_only,The Exorcist,,left_only
The Exorcist 3,,left_only,The Exorcist 3,,left_only
The Expendables,,left_only,The Expendables,,left_only
The Fabelmans,,left_only,The Fabelmans,,left_only
,The Fabulous Baker Boys,right_only,The Fabulous Baker Boys,The Fabulous Baker Boys,both
,,,,The Fact Of Murder,right_only
The Faculty,,left_only,The Faculty,,left_only
,,,,The Faculty (aka The Feelers),right_only
,The Family Man,right_only,The Family Man,The Family Man,both
,,,,The Fantastic Four,right_only
The Farewell,,left_only,The Farewell,,left_only
The Fast And The Furious,,left_only,The Fast And The Furious,,left_only
The Father,,left_only,The Father,,left_only
The Fault In Our Stars,The Fault In Our Stars,both,The Fault In Our Stars,The Fault In Our Stars,both
The Favourite,,left_only,The Favourite,,left_only
The Fifth Element,The Fifth Element,both,The Fifth Element,,left_only
,The Fighter,right_only,The Fighter,,left_only
The Firm,,left_only,The Firm,,left_only
,,,,The Fisher King,right_only
,The Flintstones,right_only,The Flintstones,The Flintstones,both
The Florida Project,,left_only,The Florida Project,The Florida Project,both
The Fly,,left_only,The Fly,,left_only
The Fly 2,,left_only,The Fly 2,,left_only
The Fog,,left_only,The Fog,,left_only
The Founder,,left_only,The Founder,The Founder,both
The Fourth Kind,,left_only,The Fourth Kind,,left_only
The French Connection,The French Connection,both,The French Connection,The French Connection,both
The French Dispatch,,left_only,The French Dispatch,,left_only
The Frighteners,,left_only,The Frighteners,,left_only
The Front Runner,,left_only,The Front Runner,,left_only
,The Fugitive,right_only,The Fugitive,The Fugitive,both
,,,,The Fugitive ,right_only
The Gambler,,left_only,The Gambler,,left_only
,The Game,right_only,The Game,The Game,both
The Gentlemen,,left_only,The Gentlemen,,left_only
,The Getaway,right_only,The Getaway,The Getaway,both
,The Ghost And The Darkness,right_only,The Ghost And The Darkness,The Ghost And The Darkness,both
The Girl On The Train,,left_only,The Girl On The Train,,left_only
The Girl With The Dragon Tattoo,The Girl With The Dragon Tattoo,both,The Girl With The Dragon Tattoo,,left_only
The Godfather,,left_only,The Godfather,The Godfather,both
The Godfather Part 2,,left_only,The Godfather Part 2,The Godfather Part 2,both
The Godfather Part 3,The Godfather Part 3,both,The Godfather Part 3,,left_only
The Good Dinosaur,,left_only,The Good Dinosaur,,left_only
,The Good Girl,right_only,The Good Girl,,left_only
The Good Nurse,,left_only,The Good Nurse,,left_only
The Good Shepherd,,left_only,The Good Shepherd,,left_only
The Goodbye Girl,,left_only,The Goodbye Girl,,left_only
The Goonies,,left_only,The Goonies,The Goonies,both
The Graduate,The Graduate,both,The Graduate,The Graduate,both
The Grand Budapest Hotel,,left_only,The Grand Budapest Hotel,The Grand Budapest Hotel,both
,The Grapes Of Wrath,right_only,The Grapes Of Wrath,The Grapes Of Wrath,both
The Great Escape,,left_only,The Great Escape,,left_only
,The Great Gatsby,right_only,The Great Gatsby,,left_only
The Great Muppet Caper,,left_only,The Great Muppet Caper,,left_only
,,,,The Great Train Robbery,right_only
,,,,"The Greatest Muppet Movie Of All Time (filmed As ""the Muppets"")",right_only
The Greatest Showman,,left_only,The Greatest Showman,,left_only
,The Green Mile,right_only,The Green Mile,,left_only
,The Grifters,right_only,The Grifters,The Grifters,both
The Grudge,The Grudge,both,The Grudge,The Grudge,both
The Grudge,The Grudge,both,The Grudge,The Grudge,both
The Guest,,left_only,The Guest,,left_only
The Hand Of God,,left_only,The Hand Of God,,left_only
The Hangover,The Hangover,both,The Hangover,,left_only
The Happy Prince,,left_only,The Happy Prince,,left_only
The Harder They Fall,,left_only,The Harder They Fall,,left_only
The Hate You Give,,left_only,The Hate You Give,,left_only
The Hateful Eight,,left_only,The Hateful Eight,The Hateful Eight,both
The Haunted Mansion,,left_only,The Haunted Mansion,,left_only
,The Haunting,right_only,The Haunting,The Haunting,both
,,,,The Haunting (the Haunting Of Hill House),right_only
,,,,The Haunting Of Hill House (the Haunting),right_only
,The Hebrew Hammer,right_only,The Hebrew Hammer,The Hebrew Hammer,both
The Help,The Help,both,The Help,The Help,both
The Hills Have Eyes,The Hills Have Eyes,both,The Hills Have Eyes,,left_only
,,,,The Hills Have Eyes (was Blood Relations The Sun Wars),right_only
,,,,The Hindenberg,right_only
The Hitcher,,left_only,The Hitcher,The Hitcher,both
The Hitchhikers Guide To The Galaxy,The Hitchhikers Guide To The Galaxy,both,The Hitchhikers Guide To The Galaxy,,left_only
The Hitmans Bodyguard,,left_only,The Hitmans Bodyguard,,left_only
The Hobbit An Unexpected Journey,,left_only,The Hobbit An Unexpected Journey,,left_only
The Hobbit The Desolation Of Smaug,,left_only,The Hobbit The Desolation Of Smaug,,left_only
The Holdovers,The Holdovers,both,The Holdovers,,left_only
The Hole,,left_only,The Hole,,left_only
The Holiday,,left_only,The Holiday,,left_only
The Hollars,,left_only,The Hollars,The Hollars,both
,The Horse Whisperer,right_only,The Horse Whisperer,,left_only
,,,,The Horse Wisperer,right_only
,The Hospital,right_only,The Hospital,The Hospital,both
The Hours,,left_only,The Hours,,left_only
The Howling,,left_only,The Howling,,left_only
,The Hudsucker Proxy,right_only,The Hudsucker Proxy,The Hudsucker Proxy,both
,,,,The Hulk,right_only
The Humans,,left_only,The Humans,,left_only
The Hummingbird Project,,left_only,The Hummingbird Project,,left_only
,,,,The Hundred Year Winter (filmed As The Chronicles Of Narnia The Lion The Witch And The Wardrobe),right_only
The Hunger Games,,left_only,The Hunger Games,,left_only
The Hunger Games Catching Fire,,left_only,The Hunger Games Catching Fire,,left_only
,The Hunt For Red October,right_only,The Hunt For Red October,The Hunt For Red October,both
The Hurt Locker,The Hurt Locker,both,The Hurt Locker,The Hurt Locker,both
The Hustler,,left_only,The Hustler,The Hustler,both
,The Ice Storm,right_only,The Ice Storm,The Ice Storm,both
,The Ides Of March,right_only,The Ides Of March,,left_only
The Imaginarium Of Doctor Parnassus,The Imaginarium Of Doctor Parnassus,both,The Imaginarium Of Doctor Parnassus,,left_only
The Imitation Game,,left_only,The Imitation Game,,left_only
The Incredible Burt Wonderstone,,left_only,The Incredible Burt Wonderstone,,left_only
The Incredible Hulk,,left_only,The Incredible Hulk,,left_only
The Incredibles,The Incredibles,both,The Incredibles,,left_only
The Informant,The Informant,both,The Informant,,left_only
,The Insider,right_only,The Insider,The Insider,both
The Internship,,left_only,The Internship,,left_only
The Interpreter,,left_only,The Interpreter,,left_only
The Interview,,left_only,The Interview,,left_only
,The Invention Of Lying,right_only,The Invention Of Lying,,left_only
The Invisible Woman,,left_only,The Invisible Woman,,left_only
The Invitation,,left_only,The Invitation,,left_only
The Irishman,,left_only,The Irishman,,left_only
The Iron Claw,The Iron Claw,both,The Iron Claw,,left_only
The Iron Giant,,left_only,The Iron Giant,,left_only
,The Iron Lady,right_only,The Iron Lady,,left_only
,The Island,right_only,The Island,The Island,both
The Island Of Dr Moreau,,left_only,The Island Of Dr Moreau,The Island Of Dr Moreau,both
,The Italian Job,right_only,The Italian Job,The Italian Job,both
,The Jacket,right_only,The Jacket,The Jacket,both
,,,,The Jackie Robinson Story,right_only
The Jerk,,left_only,The Jerk,,left_only
The Jewel Of The Nile,,left_only,The Jewel Of The Nile,,left_only
,,,,The Jolson Story,right_only
The Karate Kid Part 2,,left_only,The Karate Kid Part 2,,left_only
The Karate Kid Part 3,,left_only,The Karate Kid Part 3,,left_only
The Kids Are All Right,The Kids Are All Right,both,The Kids Are All Right,,left_only
The Killer,The Killer,both,The Killer,,left_only
The Killing Of A Sacred Deer,,left_only,The Killing Of A Sacred Deer,,left_only
The King,,left_only,The King,,left_only
The King Of Comedy,The King Of Comedy,both,The King Of Comedy,,left_only
,The Kingdom,right_only,The Kingdom,,left_only
,,,,The Kingdom ,right_only
,,,,The Kingdom Of Heaven,right_only
The Kings Speech,The Kings Speech,both,The Kings Speech,,left_only
,The Ladykillers,right_only,The Ladykillers,The Ladykillers,both
The Last Boy Scout,The Last Boy Scout,both,The Last Boy Scout,The Last Boy Scout,both
The Last Castle,,left_only,The Last Castle,,left_only
,The Last Flight,right_only,The Last Flight,,left_only
,The Last Of The Mohicans,right_only,The Last Of The Mohicans,,left_only
The Last Picture Show,,left_only,The Last Picture Show,,left_only
,The Last Samurai,right_only,The Last Samurai,The Last Samurai,both
The Last Station,The Last Station,both,The Last Station,,left_only
The Last Temptation Of Christ,,left_only,The Last Temptation Of Christ,The Last Temptation Of Christ,both
The Legend Of Zorro,,left_only,The Legend Of Zorro,,left_only
The Lego Movie,The Lego Movie,both,The Lego Movie,,left_only
,,,,The Leopard Man,right_only
,,,,The Life And Death Of Colonel Blimp,right_only
,The Life Of David Gale,right_only,The Life Of David Gale,The Life Of David Gale,both
The Lighthouse,,left_only,The Lighthouse,,left_only
,The Limey,right_only,The Limey,The Limey,both
The Lincoln Lawyer,The Lincoln Lawyer,both,The Lincoln Lawyer,,left_only
The Lion In Winter,,left_only,The Lion In Winter,The Lion In Winter,both
The Lion King,The Lion King,both,The Lion King,,left_only
The Little Mermaid,The Little Mermaid,both,The Little Mermaid,,left_only
The Living Daylights,,left_only,The Living Daylights,,left_only
The Lobster,,left_only,The Lobster,,left_only
The Lone Ranger,,left_only,The Lone Ranger,,left_only
The Long Goodbye,,left_only,The Long Goodbye,The Long Goodbye,both
The Long Kiss Goodnight,The Long Kiss Goodnight,both,The Long Kiss Goodnight,,left_only
,,,,The Lookout,right_only
The Lorax,,left_only,The Lorax,,left_only
,The Lord Of The Rings Fellowship Of The Ring,right_only,The Lord Of The Rings Fellowship Of The Ring,,left_only
The Lord Of The Rings The Fellowship Of The Ring,,left_only,The Lord Of The Rings The Fellowship Of The Ring,,left_only
The Lord Of The Rings The Return Of The King,,left_only,The Lord Of The Rings The Return Of The King,The Lord Of The Rings The Return Of The King,both
The Lord Of The Rings The Two Towers,,left_only,The Lord Of The Rings The Two Towers,,left_only
,The Losers,right_only,The Losers,,left_only
The Lost Boys,,left_only,The Lost Boys,The Lost Boys,both
The Lost City Of Z,,left_only,The Lost City Of Z,The Lost City Of Z,both
The Lost Daughter,,left_only,The Lost Daughter,,left_only
The Lost Weekend,,left_only,The Lost Weekend,The Lost Weekend,both
The Lost World Jurassic Park,,left_only,The Lost World Jurassic Park,,left_only
,,,,The Lovely Bones,right_only
The Lunchbox,,left_only,The Lunchbox,,left_only
The Majestic,The Majestic,both,The Majestic,The Majestic,both
The Maltese Falcon,,left_only,The Maltese Falcon,The Maltese Falcon,both
The Man From Uncle,,left_only,The Man From Uncle,,left_only
The Man Who Invented Christmas,,left_only,The Man Who Invented Christmas,,left_only
,The Man Who Knew Too Much,right_only,The Man Who Knew Too Much,The Man Who Knew Too Much,both
,The Man Who Wasnt There,right_only,The Man Who Wasnt There,The Man Who Wasnt There,both
The Manchurian Candidate,The Manchurian Candidate,both,The Manchurian Candidate,The Manchurian Candidate,both
The Martian,The Martian,both,The Martian,,left_only
The Mask,The Mask,both,The Mask,,left_only
The Mask Of Zorro,,left_only,The Mask Of Zorro,,left_only
The Master,The Master,both,The Master,,left_only
The Matador,,left_only,The Matador,,left_only
The Matrix,The Matrix,both,The Matrix,The Matrix,both
The Matrix Reloaded,The Matrix Reloaded,both,The Matrix Reloaded,,left_only
The Matrix Revolutions,,left_only,The Matrix Revolutions,,left_only
The Maze Runner,,left_only,The Maze Runner,,left_only
,The Mechanic,right_only,The Mechanic,,left_only
The Meddler,,left_only,The Meddler,The Meddler,both
The Meg,,left_only,The Meg,,left_only
The Men Who Stare At Goats,The Men Who Stare At Goats,both,The Men Who Stare At Goats,,left_only
The Menu,The Menu,both,The Menu,,left_only
,,,,The Meyerowitz Stories (new And Selected),right_only
The Midnight Sky,,left_only,The Midnight Sky,,left_only
The Mighty Ducks,,left_only,The Mighty Ducks,,left_only
The Miracle Club,,left_only,The Miracle Club,,left_only
,The Miracle Worker,right_only,The Miracle Worker,,left_only
,,,,The Mirror Has Two Faces,right_only
The Mitchells Vs The Machines,,left_only,The Mitchells Vs The Machines,,left_only
The Mother,,left_only,The Mother,,left_only
The Mummy,The Mummy,both,The Mummy,,left_only
The Mummy,The Mummy,both,The Mummy,,left_only
,,,,The Mummy (1999),right_only
The Mummy Returns,,left_only,The Mummy Returns,,left_only
The Mummy Tomb Of The Dragon Emperor,,left_only,The Mummy Tomb Of The Dragon Emperor,,left_only
,,,,The Muppets (written As The Greatest Muppet Movie Of All Time),right_only
The Naked Gun 2½ The Smell Of Fear,,left_only,The Naked Gun 2½ The Smell Of Fear,,left_only
The Naked Gun From The Files Of Police Squad,,left_only,The Naked Gun From The Files Of Police Squad,,left_only
The Neon Demon,,left_only,The Neon Demon,,left_only
,The Neverending Story,right_only,The Neverending Story,,left_only
,The Next Three Days,right_only,The Next Three Days,,left_only
The Nice Guys,,left_only,The Nice Guys,,left_only
The Night House,,left_only,The Night House,,left_only
,,,,The Night Of The Hunter,right_only
The Nightmare Before Christmas,The Nightmare Before Christmas,both,The Nightmare Before Christmas,The Nightmare Before Christmas,both
The Nightmare Before Christmas,The Nightmare Before Christmas,both,The Nightmare Before Christmas,The Nightmare Before Christmas,both
The Nines,The Nines,both,The Nines,,left_only
,The Ninth Gate,right_only,The Ninth Gate,,left_only
The Northman,,left_only,The Northman,,left_only
,,,,The Number 23,right_only
The Nun,,left_only,The Nun,,left_only
The Nutty Professor,,left_only,The Nutty Professor,,left_only
The Old Man And The Gun,,left_only,The Old Man And The Gun,,left_only
The Omen,,left_only,The Omen,The Omen,both
,The Other Boleyn Girl,right_only,The Other Boleyn Girl,,left_only
The Other Guys,,left_only,The Other Guys,,left_only
The Other Side Of The Wind,,left_only,The Other Side Of The Wind,,left_only
The Others,,left_only,The Others,,left_only
The Outrun,,left_only,The Outrun,,left_only
The Outsiders,,left_only,The Outsiders,,left_only
,The Pacifier,right_only,The Pacifier,The Pacifier,both
,,,,The Parallax View,right_only
,The Passion Of Joan Of Arc,right_only,The Passion Of Joan Of Arc,,left_only
The Passion Of The Christ,,left_only,The Passion Of The Christ,,left_only
,The Patriot,right_only,The Patriot,The Patriot,both
The Peanut Butter Falcon,,left_only,The Peanut Butter Falcon,,left_only
The Pelican Brief,,left_only,The Pelican Brief,,left_only
,,,,The Perfect Neighbor (was The Perfect Stranger),right_only
The Perfect Storm,,left_only,The Perfect Storm,,left_only
,,,,"The Perfect Stranger (filmed As ""the Perfect Neighbor"")",right_only
The Perks Of Being A Wallflower,The Perks Of Being A Wallflower,both,The Perks Of Being A Wallflower,,left_only
The Persian Version,The Persian Version,both,The Persian Version,,left_only
The Phantom,,left_only,The Phantom,,left_only
,The Pianist,right_only,The Pianist,The Pianist,both
,The Piano,right_only,The Piano,The Piano,both
The Place Beyond The Pines,,left_only,The Place Beyond The Pines,,left_only
,The Planet Of The Apes,right_only,The Planet Of The Apes,,left_only
The Player,,left_only,The Player,,left_only
,,,,The Ploughmans Lunch,right_only
The Poseidon Adventure,,left_only,The Poseidon Adventure,,left_only
The Post,,left_only,The Post,The Post,both
,The Postman,right_only,The Postman,The Postman,both
,The Power Of One,right_only,The Power Of One,The Power Of One,both
The Power Of The Dog,,left_only,The Power Of The Dog,,left_only
The Predator,,left_only,The Predator,,left_only
The Prestige,The Prestige,both,The Prestige,The Prestige,both
The Princess Bride,The Princess Bride,both,The Princess Bride,The Princess Bride,both
,The Private Life Of Sherlock Holmes,right_only,The Private Life Of Sherlock Holmes,,left_only
,,,,The Private Life Of Sherlock Homes,right_only
,The Producer,right_only,The Producer,,left_only
,,,,The Producers,right_only
,The Program,right_only,The Program,The Program,both
,The Prophecy,right_only,The Prophecy,The Prophecy,both
The Proposal,The Proposal,both,The Proposal,,left_only
,,,,The Public Eye,right_only
The Purge,,left_only,The Purge,,left_only
The Pursuit Of Happyness,,left_only,The Pursuit Of Happyness,,left_only
,The Queen,right_only,The Queen,The Queen,both
,The Rage Carrie 2,right_only,The Rage Carrie 2,,left_only
,The Reader,right_only,The Reader,The Reader,both
The Red Turtle,,left_only,The Red Turtle,The Red Turtle,both
,The Relic,right_only,The Relic,The Relic,both
,The Replacements,right_only,The Replacements,The Replacements,both
,The Rescuers Down Under,right_only,The Rescuers Down Under,,left_only
The Revenant,The Revenant,both,The Revenant,,left_only
The Rider,,left_only,The Rider,,left_only
The Ring,,left_only,The Ring,,left_only
,The Road,right_only,The Road,,left_only
The Road Warrior,,left_only,The Road Warrior,,left_only
The Rock,The Rock,both,The Rock,,left_only
The Rocketeer,,left_only,The Rocketeer,,left_only
The Rocky Horror Picture Show,The Rocky Horror Picture Show,both,The Rocky Horror Picture Show,,left_only
The Rookie,,left_only,The Rookie,,left_only
The Room Next Door,,left_only,The Room Next Door,,left_only
,The Roommate,right_only,The Roommate,,left_only
The Rover,,left_only,The Rover,,left_only
The Royal Tenenbaums,,left_only,The Royal Tenenbaums,The Royal Tenenbaums,both
,The Ruins,right_only,The Ruins,,left_only
,,,,The Rules Of Attraction,right_only
The Rum Diary,,left_only,The Rum Diary,,left_only
,The Saint,right_only,The Saint,The Saint,both
,The Salton Sea,right_only,The Salton Sea,The Salton Sea,both
The Sandlot,,left_only,The Sandlot,,left_only
